Individual_ID,Family_ID,GOV_CODE,Governorate_Name,Gender,Age,Marital_Status,Region_Type,Family_Relation_Code,Family_Relation,Education_Status,EDU_CODE,Education_Level,Education_Dropout_Reason,Graduation_Year,SECTOR_CODE,Sector,EMP_CODE,Job_Classification_Code,Current_Job,Occupational_Category,Work_Nature,Contract_Type,Weekly_Hours,Social_Security_Status,Health_Insurance_Status,Paid_Leave_Benefit,Career_Start_Year,Has_Secondary_Job,Secondary_Job_Activity,Secondary_Weekly_Hours,Secondary_Monthly_Income,Place_Type,Has_Disability,Disability_General_Status,Sight_Difficulty,Hearing_Difficulty,Memory_Difficulty,Walking_Difficulty,Labor_Force_Status,Working_Hours_Change_Reason,COVID_WorkDays_Reduction,COVID_Salary_Reduction,Income_Reduction_Rate,Household_ID,Household_Region_Type,Survey_Station_ID,section_name ,Survey_Section_ID,Employment_Status,Is_Informal_Worker,Salary_Level_Classification,Willingness_To_Work,Primary_Search_Method,Secondary_Search_Method,Unemployment_Duration_Months,Non_Participation_Reason,Reason_For_Not_Searching,Availability_To_Start,Basic_Salary,Total_Monthly_Salary,Overtime_Hours,Contract_Duration,Work_Location_Type,Is_Establishment_Registered,Is_Establishment_Insured,Quarter_ID,AGE_GROUP,Age_Range,Professional_Training_Status,Annual_Weight,Normalized_Factor,Quarterly_Weight
C4FBB64A-FF81-4B5F-B18B-4692D1A74CE2,8A5906CD-C345-40CC-BA95-EB782FF3B2E4,16,الغربية,ذكر,33,متزوج/ة,ريف,1,رئيس الأسرة,يقرأ ويكتب,4.0,لم يلتحق مطلقاً,الأبوان لا يرغبان في تعليمي,,3.0,خاص (داخل المنشأة),1,522323.0,عامل جزاره,عمال عامة ومساعدون,يعمل لدى الغير بأجر,مؤقت,40,لا,لا,لا,2015.0,لا,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),ساعات العمل الرسمية أقل من 35 ساعة أسبوعياً,لا,لا,28.0,8A5906CD-C345-40CC-BA95-EB782FF3B2E4,ريف,1613,قسم غير معروف,161311,يعمل,رسمي,متوسط,لا,,,,,,,4000,4000,1.0,من 3 شهور إلى 12 شهراً,داخل المنشأة,نعم - مسجل رسمياً,لا - غير مؤمن,2,سن العمل,25-29 سنة,لا - لم يلتحق,395.673939729017,0.27700805032724,1582.69575891607
C301EA4C-BD27-4EDE-8B55-AC80F863E29A,BD32C54C-8DF2-4A9A-A822-E391D3B4C3E8,26,سوهاج,ذكر,11,أقل من 18 سنة,ريف,3,ابن/ابنة,يقرأ ويكتب,4.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,BD32C54C-8DF2-4A9A-A822-E391D3B4C3E8,ريف,2615,قسم طهطا,261508,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,لا زال صغيراً على العمل,لا,0,0,,,,,,1,أطفال,15-19 سنة,لا - لم يلتحق,372.820715428392,0.262908969806003,1491.28286171357
A138CEDF-AEB5-4982-8C6C-C2D8E852E57C,3756E79C-74E1-4CBA-9546-F965687E9FA0,12,الدقهلية,أنثى,46,أرمل/ة,حضر,1,رئيس الأسرة,ثانوي فني,12.0,خريج أنهى الدراسة,,1995.0,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,3756E79C-74E1-4CBA-9546-F965687E9FA0,حضر,1201,قسم أول المنصورة,120101,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,عدم التمكن من إيجاد عمل مناسب للمؤهلات,لا,0,0,,,,,,1,كبار موظفين,35-39 سنة,لا - لم يلتحق,384.997220621947,0.27149570413646,1539.98888248779
9BAB88B3-969F-4EA1-8046-6F0E9A79892B,BB381286-3EC6-41CA-9076-A4CAC8E03E8F,14,القليوبية,أنثى,40,متزوج/ة,ريف,2,زوج/زوجة,مؤهل جامعي,14.0,خريج أنهى الدراسة,,2006.0,1.0,حكومي,1,441519.0,موظف اداري,إدارة وأعمال ومحاسبة,يعمل لدى الغير بأجر,دائم,42,نعم,نعم,نعم,2010.0,لا,,,,مبنى إداري,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,4,غياب مؤقت عن العمل,لا,لا,36.0,BB381286-3EC6-41CA-9076-A4CAC8E03E8F,ريف,1413,قسم العبور,141317,يعمل,غير رسمي,مرتفع,لا,,,,,,,5400,5400,42.0,أكثر من 36 شهراً,داخل المنشأة,نعم - مسجل رسمياً,نعم - مؤمن عليه,4,سن العمل,30-34 سنة,لا - لم يلتحق,373.035001793415,0.25923854182389,1492.14000717366
784585B3-A284-4183-A86A-2835C1DDD93A,F1D6A277-42F8-475A-8F66-B23E36B0ECFE,12,الدقهلية,ذكر,24,أعزب/عزباء,ريف,3,ابن/ابنة,يكتب فقط,6.0,لم يلتحق مطلقاً,عدم الاهتمام بالتعليم,,3.0,خاص (داخل المنشأة),1,834203.0,سائق معدات,نقل ومواصلات,يعمل لدى الغير بأجر,مؤقت,48,لا,لا,لا,2018.0,لا,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),ظروف العمل تقتضي ذلك,لا,لا,13.0,F1D6A277-42F8-475A-8F66-B23E36B0ECFE,ريف,1206,مركز المطرية,120610,يعمل,رسمي,منخفض,لا,,,,,,,1000,4000,19.0,من 12 شهراً إلى أقل من 36 شهراً,خارج المنشأة,نعم - مسجل رسمياً,لا - غير مؤمن,1,شباب,20-24 سنة,لا - لم يلتحق,430.334256890165,0.303466871526228,1721.33702756066
F8BFA1F5-282A-4FFB-83CE-C151B0E4B214,3D27DC91-EA51-48B2-94EF-9ADC3D35EB5C,16,الغربية,أنثى,39,متزوج/ة,حضر,2,زوج/زوجة,إعدادي,8.0,التحق ولم يكمل,إكمال مرحلة تعليمية (على الأقل إعدادية),,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,1,يعاني من صعوبات,بسيطة,لا يوجد صعوبة,مطلقة,كبيرة,خارج قوة العمل,,,,,3D27DC91-EA51-48B2-94EF-9ADC3D35EB5C,حضر,1612,مركز كفر الزيات,161201,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,عدم التمكن من إيجاد عمل مناسب للمؤهلات,لا,0,0,,,,,,4,سن العمل,30-34 سنة,لا - لم يلتحق,368.05861623942,0.255780231133555,1472.23446495768
F69BC978-5D03-4175-A473-4E46C598FE7A,6E092555-942B-4F36-8ED8-9C4DE67706BB,2,الإسكندرية,ذكر,16,أقل من 18 سنة,حضر,3,ابن/ابنة,إعدادي,8.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,6E092555-942B-4F36-8ED8-9C4DE67706BB,حضر,213,قسم العامرية,21307,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,عدم التمكن من إيجاد عمل مناسب للمؤهلات,لا,0,0,,,,,,2,شباب,20-24 سنة,نعم - التحق بدورة تدريبية,448.924326764607,0.314288205553035,1795.69730705843
3AD52269-A5FD-4AA8-8E44-57C57AA6F646,871F5929-76BE-4DB4-8D2D-74757D963206,13,الشرقية,ذكر,23,أعزب/عزباء,ريف,3,ابن/ابنة,يقرأ ويكتب,4.0,لم يلتحق مطلقاً,عدم الاهتمام بالتعليم,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,871F5929-76BE-4DB4-8D2D-74757D963206,ريف,1315,مركز ههيا,131507,خارج قوة العمل,,,لا,,,,زاهد عن العمل,عدم توفر فرص عمل في منطقة السكن,لا,0,0,,,,,,1,شباب,20-24 سنة,لا - لم يلتحق,428.282249591517,0.302019819088968,1713.12899836607
1AA1D8A5-88B7-4BA8-B610-AD26CDA6A57D,A68BB443-6808-4DFC-B9AB-262030C11BD4,2,الإسكندرية,ذكر,22,أعزب/عزباء,حضر,3,ابن/ابنة,ثانوي فني,12.0,خريج أنهى الدراسة,,2023.0,3.0,خاص (داخل المنشأة),1,832203.0,سائق اجره,نقل ومواصلات,يعمل لدى الغير بأجر,,49,نعم,لا,,2023.0,لا,,,,,1,يعاني من صعوبات,لا يوجد صعوبة,كبيرة,كبيرة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),الأجر غير مجزٍ,لا,لا,16.0,A68BB443-6808-4DFC-B9AB-262030C11BD4,حضر,204,قسم باب شرقى,20405,يعمل,غير رسمي,,لا,,,,,,,0,0,9.0,من 3 شهور إلى 12 شهراً,خارج المنشأة,لا - غير مسجل,لا - غير مؤمن,3,شباب,20-24 سنة,لا - لم يلتحق,410.319078668685,0.283712873584809,1641.27631467474
2D169CD7-6222-4FC2-B481-2CCBE8AAE85E,F02CB231-6A8B-469A-B63B-8B73EE865B6D,2,الإسكندرية,ذكر,15,أقل من 18 سنة,حضر,3,ابن/ابنة,إعدادي,8.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,F02CB231-6A8B-469A-B63B-8B73EE865B6D,حضر,215,إدارة شرطة ميناء الاسكندرية-قسم ميناء الاسكندرية سابقا,21506,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,عدم التمكن من إيجاد عمل مناسب للمؤهلات,لا,0,0,,,,,,4,شباب,20-24 سنة,لا - لم يلتحق,437.254789520552,0.303867716154943,1749.01915808221
E8D7C63C-F27D-4CDF-BDFD-7EBD3976F2CC,540EE609-E008-47A6-9124-30A9BB1F09BF,17,المنوفية,ذكر,7,,حضر,3,ابن/ابنة,أقل من السن,1.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,540EE609-E008-47A6-9124-30A9BB1F09BF,حضر,1707,مركز تلا,170701,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,عدم توفر فرص عمل في منطقة السكن,نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,4,أطفال,15-19 سنة,نعم - التحق بدورة تدريبية,478.906154303502,0.332813093986503,1915.62461721401
83C79F9C-D9B7-427D-9352-892F47EA2525,CC362791-66B0-45BF-A77F-EBEB5BCDC1D8,22,بني سويف,أنثى,44,متزوج/ة,حضر,2,زوج/زوجة,أمي,2.0,لم يلتحق مطلقاً,بسبب فقر العائلة,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,CC362791-66B0-45BF-A77F-EBEB5BCDC1D8,حضر,2201,قسم بنى سويف,220104,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,بسبب تفضيلات النوع (ذكر/أنثى),لا,0,0,,,,,,3,سن العمل,30-34 سنة,لا - لم يلتحق,370.019115127984,0.255847685111017,1480.07646051193
B5D7B115-57FE-44DE-A7CB-094B1E9F2CC4,EBB89DE6-8F89-4514-A444-364D1986494A,12,الدقهلية,أنثى,60,متزوج/ة,ريف,2,زوج/زوجة,أمي,2.0,لم يلتحق مطلقاً,عدم الاهتمام بالتعليم,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,EBB89DE6-8F89-4514-A444-364D1986494A,ريف,1209,مركز دكرنس,120914,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,عدم جدوى البحث (انتشار الواسطة والمحسوبية),نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,4,متقاعدين,40-44 سنة,لا - لم يلتحق,364.148934318742,0.25306322003476,1456.59573727497
48E504FC-CFAD-4355-9551-46900594D12E,FD4344B1-BBA2-4E03-9F48-A74F6779C1CC,13,الشرقية,أنثى,45,متزوج/ة,حضر,2,زوج/زوجة,مؤهل جامعي,14.0,خريج أنهى الدراسة,,2000.0,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,1,يعاني من صعوبات,بسيطة,لا يوجد صعوبة,كبيرة,لا يوجد صعوبة,خارج قوة العمل,,,,,FD4344B1-BBA2-4E03-9F48-A74F6779C1CC,حضر,1305,مركز أبو كبير,130501,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,عدم جدوى البحث (انتشار الواسطة والمحسوبية),نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,1,كبار موظفين,35-39 سنة,نعم - التحق بدورة تدريبية,369.594357089865,0.260633778240983,1478.37742835946
8761E32A-39E9-44A8-BCD6-AD794005E108,CE21BA94-E302-4739-8409-D45FB8E8FE9A,18,البحيرة,ذكر,5,,ريف,3,ابن/ابنة,,,,,,,غير موضح,4,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,CE21BA94-E302-4739-8409-D45FB8E8FE9A,ريف,1812,مركز كفر الدوار,181242,لم يحدد,,,لا,,,,,,,0,0,,,,,,2,أطفال,15-19 سنة,نعم - التحق بدورة تدريبية,335.099157740465,0.234600146816743,1340.39663096186
3C5E094F-2341-43D1-8058-DC629AE17620,D4FDCE23-97A2-4311-89AA-29368DEDA96B,13,الشرقية,ذكر,51,متزوج/ة,ريف,1,رئيس الأسرة,ثانوي فني,12.0,خريج أنهى الدراسة,,1990.0,3.0,خاص (داخل المنشأة),1,812152.0,عامل خط انتاج,عمال عامة ومساعدون,يعمل لدى الغير بأجر,موسمي,48,نعم,نعم,نعم,1999.0,لا,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),عدم الرغبة في العمل بالأيام الباقية,لا,لا,32.0,D4FDCE23-97A2-4311-89AA-29368DEDA96B,ريف,1312,مركز فاقوس,131210,يعمل,غير رسمي,منخفض,لا,,,,,,,200,6000,17.0,أكثر من 36 شهراً,داخل المنشأة,لا - غير مسجل,لا - غير مؤمن,1,كبار موظفين,35-39 سنة,لا - لم يلتحق,428.282249591517,0.302019819088968,1713.12899836607
3A716E7C-D4FB-4233-B854-F54CD54BC489,F2C90B3D-6EC7-42E6-839E-9A29ADD391A6,19,الإسماعيلية,ذكر,4,,ريف,3,ابن/ابنة,,,,,,,غير موضح,4,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,F2C90B3D-6EC7-42E6-839E-9A29ADD391A6,ريف,1907,مركز فايد,190702,لم يحدد,,,لا,,,,,,,0,0,,,,,,2,أطفال,15-19 سنة,نعم - التحق بدورة تدريبية,225.282577478622,0.157718467895024,901.130309914491
F552A429-5F57-4D40-B7EC-1B169F711E52,1645D711-1B50-40F9-8913-F890199607EC,21,الجيزة,ذكر,40,متزوج/ة,ريف,1,رئيس الأسرة,تعليم آخر (تربية فكرية/تلمذة صناعية),16.0,خريج أنهى الدراسة,,,3.0,خاص (داخل المنشأة),1,741104.0,كهربائي سيلسيون منازل يومي,بناء وتشييد,متدرب بأجر/أجر رمزي,,39,لا,لا,لا,2012.0,لا,,,,حرفي/عامل متنقل,1,يعاني من صعوبات,بسيطة,مطلقة,لا يوجد صعوبة,كبيرة,داخل قوة العمل (يعمل أو يبحث),ظروف العمل تقتضي ذلك,نعم - قلّت أيام العمل بسبب كورونا,لا,26.0,1645D711-1B50-40F9-8913-F890199607EC,ريف,2114,قسم الواحات البحرية,211402,يعمل,رسمي,متوسط,لا,,,,,,,3000,12000,39.0,من 12 شهراً إلى أقل من 36 شهراً,خارج المنشأة,نعم - مسجل رسمياً,لا - غير مؤمن,4,سن العمل,30-34 سنة,لا - لم يلتحق,475.771849019555,0.33063492644851,1903.08739607822
A733EC87-9B0A-4127-BA31-D0FA8B75E307,DACCCE6C-F82C-4EEC-9CE6-F6472F5EC76D,26,سوهاج,ذكر,22,أعزب/عزباء,ريف,3,ابن/ابنة,ثانوي فني,12.0,خريج أنهى الدراسة,,2020.0,3.0,خاص (داخل المنشأة),1,711202.0,عامل معماري,بناء وتشييد,متدرب بأجر/أجر رمزي,,52,لا,لا,لا,2022.0,لا,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),الأجر غير مجزٍ,نعم - قلّت أيام العمل بسبب كورونا,لا,35.0,DACCCE6C-F82C-4EEC-9CE6-F6472F5EC76D,ريف,2609,قسم مدينة جرجا,260918,يعمل,رسمي,منخفض,لا,,,,,,,120,3600,17.0,أكثر من 36 شهراً,خارج المنشأة,لا - غير مسجل,لا - غير مؤمن,1,شباب,20-24 سنة,نعم - التحق بدورة تدريبية,404.999468118157,0.28560106380509,1619.99787247263
01280215-5C3D-4754-800D-F18CD582D71E,42EACB6B-005F-44E7-9064-5861F5A7B38C,13,الشرقية,ذكر,38,متزوج/ة,ريف,1,رئيس الأسرة,ثانوي فني,12.0,خريج أنهى الدراسة,,2003.0,3.0,خاص (داخل المنشأة),1,815205.0,عامل إنتاج,صناعة وإنتاج وحرف يدوية,صاحب عمل ويديره ويستخدم آخرين,مؤقت,60,لا,لا,لا,2021.0,لا,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),ساعات العمل الرسمية أقل من 35 ساعة أسبوعياً,نعم - قلّت أيام العمل بسبب كورونا,لا,33.0,42EACB6B-005F-44E7-9064-5861F5A7B38C,ريف,1321,قسم ثان مدينة عشرة رمضان,132119,يعمل,رسمي,متوسط,لا,,,,,,,3850,3850,15.0,,داخل المنشأة,لا - غير مسجل,لا - غير مؤمن,3,سن العمل,30-34 سنة,نعم - التحق بدورة تدريبية,412.426395955275,0.285169966549808,1649.7055838211
FF0F7EED-A091-4798-B24D-76C4AC300DF3,C4646767-8069-4087-9BAE-C099ECD35362,19,الإسماعيلية,أنثى,12,أقل من 18 سنة,ريف,3,ابن/ابنة,ابتدائي,7.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,C4646767-8069-4087-9BAE-C099ECD35362,ريف,1907,مركز فايد,190706,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,مسؤوليات عائلية/الحمل/معارضة أحد أفراد الأسرة,نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,3,أطفال,15-19 سنة,لا - لم يلتحق,189.544700882247,0.131059642497144,758.17880352899
C20798E2-3F78-40B4-8500-3D617E89B0D7,EAA6AB67-D98B-435B-B7E7-4B22E16EAB27,17,المنوفية,أنثى,37,متزوج/ة,حضر,2,زوج/زوجة,مؤهل جامعي,14.0,خريج أنهى الدراسة,,2007.0,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,EAA6AB67-D98B-435B-B7E7-4B22E16EAB27,حضر,1710,قسم سرس الليانة,171001,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,الإصابة بمرض أو إعاقة جسدية,لا,0,0,,,,,,2,سن العمل,30-34 سنة,نعم - التحق بدورة تدريبية,478.540302041395,0.335022104721583,1914.16120816558
636A0EFA-5931-4F1D-B751-0590CC875AF5,E29EA545-3456-4F6F-9659-E8ADFBC9BEDE,14,القليوبية,ذكر,22,أعزب/عزباء,حضر,3,ابن/ابنة,مؤهل فوق المتوسط وأقل من الجامعي,13.0,خريج أنهى الدراسة,,2023.0,3.0,خاص (داخل المنشأة),1,815209.0,عامل تشغيل,عمال عامة ومساعدون,صاحب عمل ويديره ويستخدم آخرين,مؤقت,50,لا,لا,لا,2023.0,لا,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),ظروف العمل تقتضي ذلك,لا,لا,21.0,E29EA545-3456-4F6F-9659-E8ADFBC9BEDE,حضر,1412,قسم الخصوص,141201,يعمل,رسمي,متوسط,لا,,,,,,,4000,4000,13.0,,داخل المنشأة,لا - غير مسجل,لا - غير مؤمن,2,شباب,20-24 سنة,لا - لم يلتحق,399.10532694657,0.279410336117665,1596.42130778628
462C46E6-8854-45AF-AF68-99AAA21759B0,C8003A4C-85C1-4E3A-81D0-B4EF951A9C5E,15,كفر الشيخ,ذكر,37,متزوج/ة,ريف,1,رئيس الأسرة,ثانوي فني,12.0,خريج أنهى الدراسة,,2002.0,3.0,خاص (داخل المنشأة),1,343517.0,صاحب دي چي,تجارة ومبيعات وتسويق,يعمل لدى الغير بأجر,,10,لا,لا,,2022.0,لا,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),ساعات العمل الرسمية أقل من 35 ساعة أسبوعياً,نعم - قلّت أيام العمل بسبب كورونا,لا,41.0,C8003A4C-85C1-4E3A-81D0-B4EF951A9C5E,ريف,1513,قسم غير معروف,151327,يعمل,رسمي,4,لا,,,,,,,10000,10000,10.0,أقل من 3 شهور,خارج المنشأة,لا - غير مسجل,نعم - مؤمن عليه,3,سن العمل,30-34 سنة,لا - لم يلتحق,391.220099009882,0.270506988986125,1564.88039603952
419C7CBC-E994-49D3-B984-C48B7D9D780A,5B8D3CC9-0D1A-4B7E-91C9-B0243B8EBC5F,25,أسيوط,أنثى,70,أرمل/ة,ريف,1,رئيس الأسرة,أمي,2.0,لم يلتحق مطلقاً,عدم الاهتمام بالتعليم,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,5B8D3CC9-0D1A-4B7E-91C9-B0243B8EBC5F,ريف,2503,مركز أسيوط,250323,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,عدم التمكن من إيجاد عمل مناسب للمؤهلات,نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,2,متقاعدين,45-49 سنة,نعم - التحق بدورة تدريبية,206.882961508366,0.144837049042468,827.531846033466
5B8356D7-8401-4A64-9875-E47FC54AA6B0,7E6D81A3-9A89-4B0B-ACD1-62D8F5570E34,23,الفيوم,أنثى,1,,حضر,3,ابن/ابنة,,,,,,,غير موضح,4,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,7E6D81A3-9A89-4B0B-ACD1-62D8F5570E34,حضر,2304,مركز أطسا,230401,لم يحدد,,,لا,,,,,,,0,0,,,,,,2,أطفال,15-19 سنة,لا - لم يلتحق,303.862194218415,0.212731407194133,1215.44877687366
40D5753B-F5DC-4749-99B3-5F5A13C627C6,1C49B25E-0B71-4E1A-B3C8-A0C52BB64615,21,الجيزة,أنثى,43,متزوج/ة,حضر,2,زوج/زوجة,إعدادي,8.0,التحق ولم يكمل,إكمال مرحلة تعليمية (على الأقل إعدادية),,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,1C49B25E-0B71-4E1A-B3C8-A0C52BB64615,حضر,2105,قسم بولاق الدكرور,210504,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,عدم جدوى البحث (انتشار الواسطة والمحسوبية),نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,3,سن العمل,30-34 سنة,لا - لم يلتحق,461.129562881312,0.318845503856286,1844.51825152525
C480B705-82C1-463F-AF65-65E833CA6191,3ADFC6F5-C5A4-427A-92DD-FF33BF403CE1,24,المنيا,أنثى,8,,ريف,3,ابن/ابنة,أقل من السن,1.0,ملتحق حالياً,,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,3ADFC6F5-C5A4-427A-92DD-FF33BF403CE1,ريف,2414,قسم غير معروف,241419,خارج قوة العمل,,,لا,,,,طالـب متفــرغ,كان ينتظر نتائج مقابلة عمل,نعم - مستعد للبدء خلال أسبوعين,0,0,,,,,,1,أطفال,15-19 سنة,لا - لم يلتحق,353.083528753137,0.248990528043189,1412.33411501255
CC754A5E-B1E5-41A0-8FBC-3E0AC5CED6C6,876B85A8-C04E-4F4B-9C2A-6B9169945CCA,2,الإسكندرية,أنثى,56,متزوج/ة,حضر,2,زوج/زوجة,إعدادي,8.0,التحق ولم يكمل,عدم الاهتمام بالتعليم,,,غير موضح,3,,,لايوجد,,,0,,,,,,,,,,0,لا يعاني من صعوبات,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,خارج قوة العمل,,,,,876B85A8-C04E-4F4B-9C2A-6B9169945CCA,حضر,206,قسم العطارين,20606,خارج قوة العمل,,,لا,,,,متفرغة للمنزل,عدم جدوى البحث (انتشار الواسطة والمحسوبية),لا,0,0,,,,,,4,كبار موظفين,40-44 سنة,لا - لم يلتحق,413.806387708332,0.287572383372023,1655.22555083333
9368C268-AB6C-47D1-8B0F-1F0D3B0F30FF,FE549C85-AA9E-4BB5-A703-DF17815AB210,11,دمياط,ذكر,39,متزوج/ة,ريف,1,رئيس الأسرة,يقرأ ويكتب,4.0,التحق ولم يكمل,عدم الاهتمام بالتعليم,,2.0,قطاع عام / أعمال عام,1,515301.0,عامل نظافة,خدمات وسياحة وفندقة وأغذية,يعمل لدى الغير بأجر,مؤقت,54,لا,لا,لا,2013.0,لا,,,,,1,يعاني من صعوبات,بسيطة,لا يوجد صعوبة,لا يوجد صعوبة,لا يوجد صعوبة,داخل قوة العمل (يعمل أو يبحث),غياب مؤقت عن العمل,نعم - قلّت أيام العمل بسبب كورونا,نعم - قلّت الأجور بسبب كورونا,10.0,FE549C85-AA9E-4BB5-A703-DF17815AB210,ريف,1107,مركز الزرقا,110706,يعمل,رسمي,متوسط,لا,,,,,,,2500,2500,3.0,أقل من 3 شهور,داخل المنشأة,لا - غير مسجل,لا - غير مؤمن,1,سن العمل,30-34 سنة,لا - لم يلتحق,260.637914616787,0.183798922078528,1042.55165846715
